Episode,Side,Opponent,Result,Reward,Steps,P1_WinRate,P2_WinRate,vsRandom_WinRate,Loss,Epsilon,LR,MaxQ,AvgQ
1250,Blk (P2),Pool: gen9_champion.pth,LOSS,0.0400,42,37.0,35.0,63.0,0.00879,0.3125,1.00e-06,7.04,1.98
1260,Blk (P2),Pool: gen9_champion.pth,LOSS,0.5220,192,36.0,33.0,63.0,0.00921,0.3118,1.00e-06,0.00,0.00
1270,Blk (P2),Pool: gen8_titan.pth,LOSS,0.4640,180,37.0,33.0,63.0,0.00881,0.3111,1.00e-06,0.00,0.00
1280,Blk (P2),Pool: gen8_mirror.pth,DRAW,0.2960,500,39.0,35.0,64.0,0.00947,0.3104,1.00e-06,0.00,0.00
1290,Red (P1),Self-Play,LOSS,0.3920,322,39.0,32.0,64.0,0.01050,0.3097,1.00e-06,0.00,0.00
1300,Red (P1),Pool: gen8_titan.pth,LOSS,0.3640,46,36.0,30.0,63.0,0.01106,0.3090,1.00e-06,7.40,2.04
1310,Red (P1),Self-Play,WIN ,1.7500,47,38.0,30.0,65.0,0.01000,0.3083,1.00e-06,0.00,0.00
1320,Red (P1),Pool: gen9_titan.pth,LOSS,0.1960,202,40.0,31.0,68.0,0.01089,0.3076,1.00e-06,0.00,0.00
1330,Red (P1),Self-Play,WIN ,1.8060,73,39.0,30.0,69.0,0.01062,0.3069,1.00e-06,0.00,0.00
1340,Blk (P2),Self-Play,DRAW,0.3900,500,40.0,29.0,69.0,0.01166,0.3062,1.00e-06,0.00,0.00
1350,Red (P1),Random,LOSS,0.5980,128,39.0,28.0,68.0,0.01088,0.3055,1.00e-06,7.70,2.09
1360,Blk (P2),Self-Play,LOSS,0.4460,186,40.0,29.0,69.0,0.01177,0.3048,1.00e-06,0.00,0.00
1370,Blk (P2),Pool: gen9_titan.pth,LOSS,0.1380,108,38.0,29.0,68.0,0.01181,0.3041,1.00e-06,0.00,0.00
1380,Blk (P2),Random,LOSS,0.6780,225,39.0,31.0,68.0,0.01226,0.3034,1.00e-06,0.00,0.00
1390,Red (P1),Random,LOSS,0.6400,98,41.0,33.0,69.0,0.01172,0.3027,1.00e-06,0.00,0.00
1400,Blk (P2),Random,WIN ,1.5960,36,41.0,32.0,69.0,0.01266,0.3020,1.00e-06,7.93,2.13
1410,Red (P1),Random,WIN ,1.7780,113,42.0,32.0,69.0,0.01256,0.3013,1.00e-06,0.00,0.00
1420,Blk (P2),Self-Play,LOSS,0.4020,160,40.0,32.0,69.0,0.01353,0.3006,1.00e-06,0.00,0.00
1430,Red (P1),Pool: gen8_titan.pth,LOSS,0.1980,48,40.0,31.0,69.0,0.01285,0.2999,1.00e-06,0.00,0.00
1440,Blk (P2),Pool: gen9_titan.pth,LOSS,0.4340,222,42.0,29.0,70.0,0.01369,0.2992,1.00e-06,0.00,0.00
1450,Blk (P2),Pool: gen9_champion.pth,LOSS,0.3620,118,44.0,30.0,68.0,0.01375,0.2985,1.00e-06,8.16,2.16
1460,Blk (P2),Random,LOSS,0.4420,50,42.0,30.0,68.0,0.01386,0.2978,1.00e-06,0.00,0.00
1470,Red (P1),Pool: gen9_titan.pth,DRAW,0.3080,500,41.0,31.0,69.0,0.01370,0.2971,1.00e-06,0.00,0.00
1480,Blk (P2),Self-Play,WIN ,1.4920,222,40.0,31.0,70.0,0.01438,0.2964,1.00e-06,0.00,0.00
1490,Blk (P2),Pool: gen8_titan.pth,LOSS,0.3800,112,40.0,31.0,69.0,0.01531,0.2957,1.00e-06,0.00,0.00
1500,Blk (P2),Random,WIN ,1.8200,35,40.0,34.0,70.0,0.01492,0.2950,1.00e-06,8.63,2.21
1510,Blk (P2),Self-Play,LOSS,0.3560,42,36.0,33.0,68.0,0.01531,0.2943,1.00e-06,0.00,0.00
1520,Red (P1),Self-Play,LOSS,0.2780,50,36.0,31.0,68.0,0.01544,0.2936,1.00e-06,0.00,0.00
1530,Red (P1),Self-Play,LOSS,0.3420,384,33.0,30.0,68.0,0.01501,0.2929,1.00e-06,0.00,0.00
1540,Blk (P2),Pool: gen9_titan.pth,LOSS,0.6280,181,33.0,29.0,68.0,0.01618,0.2922,1.00e-06,0.00,0.00
1550,Blk (P2),Pool: gen8_titan.pth,LOSS,0.0460,37,32.0,29.0,67.0,0.01629,0.2915,1.00e-06,9.10,2.73
1560,Red (P1),Random,WIN ,1.7300,161,32.0,30.0,67.0,0.01556,0.2908,1.00e-06,0.00,0.00
1570,Red (P1),Pool: gen8_titan.pth,LOSS,0.2640,52,34.0,31.0,69.0,0.01683,0.2901,1.00e-06,0.00,0.00
1580,Red (P1),Self-Play,LOSS,0.2860,288,34.0,29.0,70.0,0.01682,0.2894,1.00e-06,0.00,0.00
1590,Red (P1),Random,WIN ,1.8280,63,33.0,27.0,69.0,0.01772,0.2887,1.00e-06,0.00,0.00
1600,Red (P1),Random,WIN ,1.7600,143,35.0,28.0,70.0,0.01791,0.2880,1.00e-06,9.53,2.75
1610,Red (P1),Pool: gen8_mirror.pth,LOSS,0.2800,48,33.0,27.0,70.0,0.01772,0.2873,1.00e-06,0.00,0.00
1620,Blk (P2),Random,WIN ,1.8500,41,34.0,27.0,68.0,0.01893,0.2866,1.00e-06,0.00,0.00
1630,Blk (P2),Self-Play,DRAW,0.3200,500,33.0,27.0,69.0,0.02031,0.2859,1.00e-06,0.00,0.00
1640,Blk (P2),Random,WIN ,1.8520,51,33.0,26.0,69.0,0.01935,0.2852,1.00e-06,0.00,0.00
1010,Blk (P2),Self-Play,WIN ,1.7380,60,100.0,25.0,80.0,0.00000,0.3293,1.00e-06,0.00,0.00
1020,Red (P1),Random,LOSS,0.7240,72,58.3,37.5,70.0,0.00000,0.3286,1.00e-06,0.00,0.00
1030,Red (P1),Random,WIN ,1.8120,79,52.6,45.5,69.2,0.00000,0.3279,1.00e-06,0.00,0.00
1040,Red (P1),Random,WIN ,1.8540,49,54.5,44.4,68.8,0.00000,0.3272,1.00e-06,0.00,0.00
1050,Blk (P2),Random,WIN ,1.8120,91,62.1,52.4,80.0,0.00000,0.3265,1.00e-06,0.00,0.00
1060,Blk (P2),Random,WIN ,1.8400,39,58.8,50.0,75.0,0.00000,0.3258,1.00e-06,0.00,0.00
1070,Red (P1),Self-Play,LOSS,0.4380,288,51.2,48.3,70.6,0.00000,0.3251,1.00e-06,0.00,0.00
1080,Red (P1),Pool: gen11_clean_1000.pth,LOSS,0.5560,76,50.0,47.2,71.4,0.00000,0.3244,1.00e-06,0.00,0.00
1090,Blk (P2),Self-Play,WIN ,1.4480,443,51.0,46.2,71.8,0.00000,0.3237,1.00e-06,0.00,0.00
1100,Red (P1),Self-Play,LOSS,0.4200,48,50.9,46.7,70.7,0.00884,0.3230,1.00e-06,5.28,1.75
1110,Blk (P2),Self-Play,WIN ,1.6740,206,51.6,45.8,70.2,0.00776,0.3223,1.00e-06,0.00,0.00
1120,Red (P1),Self-Play,WIN ,1.6700,45,52.2,49.0,69.8,0.00774,0.3216,1.00e-06,0.00,0.00
1130,Red (P1),Pool: gen11_clean_1000.pth,LOSS,0.2840,44,51.4,51.7,69.0,0.00727,0.3209,1.00e-06,0.00,0.00
1140,Red (P1),Random,WIN ,1.8360,67,50.0,54.8,69.4,0.00711,0.3202,1.00e-06,0.00,0.00
1150,Red (P1),Self-Play,WIN ,1.6880,50,52.4,57.4,71.6,0.00680,0.3195,1.00e-06,5.47,1.78
1160,Blk (P2),Self-Play,LOSS,0.3520,59,52.3,56.9,72.6,0.00713,0.3188,1.00e-06,0.00,0.00
1170,Blk (P2),Random,LOSS,0.5340,98,51.6,54.5,71.4,0.00661,0.3181,1.00e-06,0.00,0.00
1180,Blk (P2),Self-Play,WIN ,1.5400,351,51.0,56.1,73.2,0.00685,0.3174,1.00e-06,0.00,0.00
1190,Blk (P2),Random,WIN ,1.6580,68,51.0,56.2,71.9,0.00647,0.3167,1.00e-06,0.00,0.00
1200,Red (P1),Random,WIN ,1.7700,133,49.0,56.5,71.1,0.00648,0.3160,1.00e-06,5.72,1.82
1210,Red (P1),Self-Play,WIN ,1.8500,41,50.0,56.2,70.7,0.00627,0.3153,1.00e-06,0.00,0.00
1220,Blk (P2),Random,WIN ,1.7620,47,51.0,57.0,71.0,0.00625,0.3146,1.00e-06,0.00,0.00
1230,Red (P1),Random,LOSS,0.5240,132,47.0,58.0,71.0,0.00638,0.3139,1.00e-06,0.00,0.00
1240,Blk (P2),Self-Play,LOSS,0.3560,54,47.0,58.0,71.0,0.00646,0.3132,1.00e-06,0.00,0.00
1250,Red (P1),Self-Play,WIN ,1.7680,41,50.0,59.0,70.0,0.00639,0.3125,1.00e-06,6.05,1.87
1260,Blk (P2),Self-Play,LOSS,0.5080,54,51.0,58.0,68.0,0.00647,0.3118,1.00e-06,0.00,0.00
1270,Blk (P2),Random,WIN ,1.7600,37,52.0,58.0,69.0,0.00605,0.3111,1.00e-06,0.00,0.00
1280,Blk (P2),Random,WIN ,1.8200,47,53.0,61.0,73.0,0.00632,0.3104,1.00e-06,0.00,0.00
1290,Red (P1),Random,LOSS,0.6080,130,52.0,62.0,72.0,0.00662,0.3097,1.00e-06,0.00,0.00
1300,Blk (P2),Self-Play,LOSS,0.3580,41,51.0,63.0,73.0,0.00656,0.3090,1.00e-06,6.38,1.92
1310,Blk (P2),Random,WIN ,1.8100,69,51.0,64.0,73.0,0.00674,0.3083,1.00e-06,0.00,0.00
1320,Red (P1),Random,WIN ,1.7520,127,52.0,61.0,73.0,0.00687,0.3076,1.00e-06,0.00,0.00
1330,Blk (P2),Self-Play,LOSS,0.2820,374,51.0,60.0,73.0,0.00732,0.3069,1.00e-06,0.00,0.00
1340,Red (P1),Random,WIN ,1.6780,225,55.0,57.0,73.0,0.00730,0.3062,1.00e-06,0.00,0.00
1350,Blk (P2),Random,WIN ,1.8280,63,53.0,55.0,72.0,0.00752,0.3055,1.00e-06,6.73,1.97
1360,Blk (P2),Self-Play,WIN ,1.5880,303,54.0,54.0,72.0,0.00746,0.3048,1.00e-06,0.00,0.00
1370,Red (P1),Self-Play,LOSS,0.3380,224,52.0,56.0,72.0,0.00782,0.3041,1.00e-06,0.00,0.00
1380,Red (P1),Random,WIN ,1.7620,47,54.0,56.0,72.0,0.00787,0.3034,1.00e-06,0.00,0.00
1390,Blk (P2),Pool: gen11_clean_1000.pth,WIN ,1.7480,49,54.0,56.0,72.0,0.00808,0.3027,1.00e-06,0.00,0.00
1400,Red (P1),Pool: gen11_clean_1000.pth,LOSS,0.1800,230,54.0,56.0,73.0,0.00810,0.3020,1.00e-06,7.06,2.01
1410,Red (P1),Random,WIN ,1.8360,43,54.0,56.0,75.0,0.00850,0.3013,1.00e-06,0.00,0.00
1420,Red (P1),Random,LOSS,0.7560,64,52.0,56.0,74.0,0.00867,0.3006,1.00e-06,0.00,0.00
1430,Red (P1),Self-Play,LOSS,0.2880,204,50.0,54.0,72.0,0.00894,0.2999,1.00e-06,0.00,0.00
1440,Red (P1),Random,LOSS,0.3440,55,51.0,55.0,71.0,0.00915,0.2992,1.00e-06,0.00,0.00
1450,Blk (P2),Pool: gen11_clean_1000.pth,LOSS,0.3200,488,49.0,55.0,71.0,0.00866,0.2985,1.00e-06,7.51,2.04
1460,Blk (P2),Random,LOSS,0.5860,139,47.0,53.0,69.0,0.00913,0.2978,1.00e-06,0.00,0.00
1470,Blk (P2),Random,WIN ,1.8300,49,46.0,50.0,70.0,0.00933,0.2971,1.00e-06,0.00,0.00
1480,Red (P1),Random,WIN ,1.8580,45,46.0,48.0,71.0,0.00908,0.2964,1.00e-06,0.00,0.00
1490,Red (P1),Self-Play,LOSS,0.0380,44,45.0,49.0,71.0,0.00957,0.2957,1.00e-06,0.00,0.00
1500,Red (P1),Self-Play,LOSS,0.2760,52,43.0,49.0,70.0,0.00943,0.2950,1.00e-06,7.85,2.06
1510,Blk (P2),Self-Play,DRAW,0.1440,500,41.0,50.0,70.0,0.01013,0.2943,1.00e-06,0.00,0.00
1520,Blk (P2),Self-Play,DRAW,0.2960,500,42.0,50.0,70.0,0.01058,0.2936,1.00e-06,0.00,0.00
1530,Red (P1),Self-Play,LOSS,-0.0340,35,40.0,52.0,71.0,0.00990,0.2929,1.00e-06,0.00,0.00
1540,Red (P1),Pool: gen11_clean_1000.pth,LOSS,0.5480,342,38.0,53.0,70.0,0.00979,0.2922,1.00e-06,0.00,0.00
1550,Blk (P2),Self-Play,LOSS,0.3740,106,39.0,50.0,70.0,0.01093,0.2915,1.00e-06,8.30,2.08
1560,Blk (P2),Self-Play,WIN ,1.8160,51,39.0,51.0,71.0,0.00985,0.2908,1.00e-06,0.00,0.00
1570,Blk (P2),Self-Play,LOSS,0.1240,40,37.0,49.0,74.0,0.01118,0.2901,1.00e-06,0.00,0.00
1580,Blk (P2),Self-Play,WIN ,1.8260,41,38.0,51.0,74.0,0.01141,0.2894,1.00e-06,0.00,0.00
1590,Blk (P2),Self-Play,WIN ,1.7440,41,39.0,51.0,74.0,0.01184,0.2887,1.00e-06,0.00,0.00
1600,Red (P1),Random,WIN ,1.8280,51,39.0,50.0,75.0,0.01180,0.2880,1.00e-06,7.94,1.89
1610,Red (P1),Self-Play,DRAW,0.0500,500,36.0,52.0,73.0,0.01229,0.2873,1.00e-06,0.00,0.00
1620,Blk (P2),Self-Play,LOSS,0.2060,40,36.0,51.0,72.0,0.01189,0.2866,1.00e-06,0.00,0.00
1630,Blk (P2),Random,WIN ,1.8380,53,34.0,50.0,69.0,0.01328,0.2859,1.00e-06,0.00,0.00
1640,Red (P1),Random,LOSS,0.7100,192,36.0,50.0,69.0,0.01301,0.2852,1.00e-06,0.00,0.00
1650,Blk (P2),Random,LOSS,0.4720,336,35.0,51.0,71.0,0.01415,0.2845,1.00e-06,8.16,1.94
1660,Blk (P2),Self-Play,WIN ,1.8440,47,35.0,54.0,71.0,0.01292,0.2838,1.00e-06,0.00,0.00
1670,Red (P1),Random,LOSS,0.6340,92,35.0,53.0,70.0,0.01437,0.2831,1.00e-06,0.00,0.00
1680,Red (P1),Pool: gen11_clean_1000.pth,LOSS,0.3880,173,36.0,56.0,72.0,0.01506,0.2824,1.00e-06,0.00,0.00
1690,Blk (P2),Random,LOSS,0.5900,112,35.0,55.0,73.0,0.01418,0.2817,1.00e-06,0.00,0.00
1700,Red (P1),Self-Play,LOSS,0.0220,306,35.0,54.0,71.0,0.01477,0.2810,1.00e-06,8.33,2.00
10,Blk (P2),Self-Play,WIN ,1.8360,43,42.9,66.7,40.0,0.00000,0.3988,5.00e-06,0.00,0.00
20,Red (P1),Random,WIN ,1.7720,48,60.0,70.0,61.5,0.00000,0.3977,5.00e-06,0.00,0.00
30,Blk (P2),Self-Play,LOSS,0.7680,134,69.2,64.7,68.4,0.00000,0.3965,5.00e-06,0.00,0.00
40,Red (P1),Random,WIN ,1.7440,65,75.0,65.0,72.0,0.00000,0.3953,5.00e-06,0.00,0.00
50,Red (P1),Random,LOSS,0.4900,60,59.3,65.2,64.5,0.00000,0.3942,5.00e-06,0.00,0.00
60,Blk (P2),Self-Play,LOSS,0.3540,44,61.8,61.5,66.7,0.00000,0.3930,5.00e-06,0.00,0.00
70,Red (P1),Self-Play,LOSS,0.6000,56,57.9,65.6,62.8,0.00000,0.3918,5.00e-06,0.00,0.00
80,Red (P1),Random,WIN ,1.8500,41,53.5,62.2,61.2,0.00000,0.3907,5.00e-06,0.00,0.00
90,Red (P1),Self-Play,LOSS,0.5560,182,54.2,59.5,60.0,0.00000,0.3895,5.00e-06,0.00,0.00
100,Red (P1),Random,WIN ,1.7900,114,56.6,63.8,65.1,0.00000,0.3883,5.00e-06,0.00,0.00
110,Red (P1),Self-Play,LOSS,0.1560,488,55.9,62.7,64.3,0.00000,0.3872,5.00e-06,0.00,0.00
120,Red (P1),Random,LOSS,0.5040,59,54.5,63.0,64.5,0.01313,0.3860,5.00e-06,0.00,0.00
130,Blk (P2),Self-Play,LOSS,0.8120,78,51.4,62.1,62.5,0.00664,0.3848,5.00e-06,0.00,0.00
140,Blk (P2),Random,WIN ,1.7200,77,53.2,60.3,62.5,0.00487,0.3837,5.00e-06,0.00,0.00
150,Red (P1),Random,LOSS,0.1340,30,52.5,61.4,63.5,0.00343,0.3825,5.00e-06,0.98,0.19
160,Blk (P2),Random,WIN ,1.8200,83,51.8,59.7,64.0,0.00255,0.3813,5.00e-06,0.00,0.00
170,Blk (P2),Random,WIN ,1.6860,40,51.7,61.7,63.0,0.00232,0.3802,5.00e-06,0.00,0.00
180,Blk (P2),Random,LOSS,0.5240,120,49.5,59.8,59.0,0.00190,0.3790,5.00e-06,0.00,0.00
190,Red (P1),Random,WIN ,1.7640,44,51.0,58.7,61.0,0.00148,0.3778,5.00e-06,0.00,0.00
200,Blk (P2),Random,WIN ,1.7540,55,53.0,60.0,60.0,0.00150,0.3767,5.00e-06,1.30,0.34
210,Red (P1),Random,LOSS,0.5960,60,51.0,60.2,62.0,0.00149,0.3755,5.00e-06,0.00,0.00
220,Red (P1),Random,LOSS,0.5260,130,48.0,60.0,61.0,0.00138,0.3743,5.00e-06,0.00,0.00
230,Red (P1),Self-Play,LOSS,0.4480,45,48.0,58.0,63.0,0.00139,0.3732,5.00e-06,0.00,0.00
240,Blk (P2),Random,WIN ,1.8100,81,47.0,57.0,63.0,0.00127,0.3720,5.00e-06,0.00,0.00
250,Blk (P2),Self-Play,LOSS,0.2080,38,49.0,57.0,65.0,0.00115,0.3708,5.00e-06,1.57,0.45
260,Blk (P2),Random,WIN ,1.7220,75,47.0,57.0,62.0,0.00117,0.3697,5.00e-06,0.00,0.00
270,Red (P1),Random,WIN ,1.6140,41,51.0,59.0,61.0,0.00113,0.3685,5.00e-06,0.00,0.00
280,Blk (P2),Random,LOSS,0.7180,91,52.0,57.0,60.0,0.00103,0.3673,5.00e-06,0.00,0.00
290,Blk (P2),Self-Play,LOSS,0.4420,50,53.0,58.0,60.0,0.00101,0.3662,5.00e-06,0.00,0.00
300,Red (P1),Random,LOSS,0.7340,74,53.0,58.0,64.0,0.00093,0.3650,5.00e-06,1.81,0.57
310,Red (P1),Self-Play,WIN ,1.8080,83,54.0,58.0,64.0,0.00091,0.3638,5.00e-06,0.00,0.00
320,Red (P1),Random,LOSS,0.1240,40,55.0,57.0,64.0,0.00089,0.3627,5.00e-06,0.00,0.00
330,Red (P1),Random,WIN ,1.6380,170,54.0,57.0,64.0,0.00091,0.3615,5.00e-06,0.00,0.00
340,Blk (P2),Random,LOSS,0.4180,74,55.0,57.0,63.0,0.00083,0.3603,5.00e-06,0.00,0.00
350,Blk (P2),Random,LOSS,0.1240,40,53.0,57.0,65.0,0.00089,0.3592,5.00e-06,1.96,0.68
360,Red (P1),Random,WIN ,1.8160,75,57.0,57.0,65.0,0.00084,0.3580,5.00e-06,0.00,0.00
370,Red (P1),Random,WIN ,1.8240,43,57.0,56.0,63.0,0.00082,0.3568,5.00e-06,0.00,0.00
380,Red (P1),Self-Play,WIN ,1.7460,39,55.0,54.0,61.0,0.00082,0.3557,5.00e-06,0.00,0.00
390,Blk (P2),Random,LOSS,0.2900,39,55.0,54.0,59.0,0.00083,0.3545,5.00e-06,0.00,0.00
400,Red (P1),Self-Play,LOSS,0.5320,206,55.0,52.0,60.0,0.00082,0.3533,5.00e-06,2.22,0.80
410,Red (P1),Self-Play,WIN ,1.8040,87,55.0,53.0,58.0,0.00077,0.3522,5.00e-06,0.00,0.00
420,Red (P1),Random,WIN ,1.7600,48,58.0,51.0,57.0,0.00080,0.3510,5.00e-06,0.00,0.00
430,Blk (P2),Self-Play,LOSS,0.5100,52,58.0,50.0,58.0,0.00081,0.3498,5.00e-06,0.00,0.00
440,Red (P1),Random,LOSS,0.7380,70,58.0,45.0,56.0,0.00079,0.3487,5.00e-06,0.00,0.00
450,Red (P1),Self-Play,WIN ,1.7660,113,57.0,46.0,53.0,0.00082,0.3475,5.00e-06,2.45,0.91
460,Blk (P2),Random,WIN ,1.8380,41,58.0,47.0,55.0,0.00087,0.3463,5.00e-06,0.00,0.00
470,Red (P1),Self-Play,WIN ,1.7700,109,55.0,49.0,54.0,0.00081,0.3452,5.00e-06,0.00,0.00
480,Blk (P2),Random,WIN ,1.7720,36,56.0,48.0,54.0,0.00079,0.3440,5.00e-06,0.00,0.00
490,Blk (P2),Random,LOSS,0.5100,52,58.0,44.0,54.0,0.00085,0.3428,5.00e-06,0.00,0.00
500,Red (P1),Self-Play,LOSS,0.7100,98,58.0,43.0,54.0,0.00083,0.3417,5.00e-06,2.74,1.01
510,Red (P1),Self-Play,LOSS,0.5140,48,58.0,42.0,55.0,0.00088,0.3405,5.00e-06,0.00,0.00
520,Blk (P2),Self-Play,WIN ,1.7700,133,60.0,42.0,55.0,0.00084,0.3393,5.00e-06,0.00,0.00
530,Blk (P2),Random,WIN ,1.6900,36,60.0,43.0,57.0,0.00094,0.3382,5.00e-06,0.00,0.00
540,Blk (P2),Self-Play,LOSS,0.4300,50,60.0,42.0,57.0,0.00094,0.3370,5.00e-06,0.00,0.00
550,Red (P1),Self-Play,LOSS,0.5060,56,60.0,42.0,59.0,0.00094,0.3358,5.00e-06,2.97,1.11
560,Red (P1),Self-Play,WIN ,1.7000,179,61.0,44.0,61.0,0.00095,0.3347,5.00e-06,0.00,0.00
570,Blk (P2),Random,WIN ,1.6740,40,61.0,47.0,64.0,0.00100,0.3335,5.00e-06,0.00,0.00
580,Red (P1),Random,WIN ,1.7520,127,59.0,48.0,64.0,0.00097,0.3323,5.00e-06,0.00,0.00
590,Blk (P2),Self-Play,LOSS,0.4260,65,58.0,47.0,65.0,0.00104,0.3312,5.00e-06,0.00,0.00
600,Blk (P2),Random,WIN ,1.8460,45,59.0,49.0,67.0,0.00104,0.3300,5.00e-06,3.17,1.18
610,Red (P1),Self-Play,WIN ,1.7700,109,60.0,52.0,68.0,0.00105,0.3288,5.00e-06,0.00,0.00
620,Red (P1),Self-Play,WIN ,1.7320,171,60.0,54.0,71.0,0.00112,0.3277,5.00e-06,0.00,0.00
630,Blk (P2),Self-Play,LOSS,0.3400,58,63.0,56.0,73.0,0.00114,0.3265,5.00e-06,0.00,0.00
640,Blk (P2),Random,LOSS,0.3680,42,63.0,54.0,74.0,0.00110,0.3253,5.00e-06,0.00,0.00
650,Red (P1),Self-Play,LOSS,0.4780,412,61.0,53.0,74.0,0.00120,0.3242,5.00e-06,3.41,1.27
660,Blk (P2),Self-Play,LOSS,0.3440,66,62.0,55.0,75.0,0.00119,0.3230,5.00e-06,0.00,0.00
670,Blk (P2),Self-Play,LOSS,0.3560,54,61.0,54.0,74.0,0.00121,0.3218,5.00e-06,0.00,0.00
680,Blk (P2),Self-Play,WIN ,1.8500,41,60.0,57.0,75.0,0.00125,0.3207,5.00e-06,0.00,0.00
690,Blk (P2),Self-Play,LOSS,0.6660,143,60.0,58.0,75.0,0.00136,0.3195,5.00e-06,0.00,0.00
700,Red (P1),Random,WIN ,1.8480,43,60.0,56.0,75.0,0.00131,0.3183,5.00e-06,3.69,1.33
710,Blk (P2),Self-Play,WIN ,1.7400,45,59.0,55.0,74.0,0.00137,0.3172,5.00e-06,0.00,0.00
720,Blk (P2),Random,WIN ,1.7500,34,58.0,56.0,75.0,0.00137,0.3160,5.00e-06,0.00,0.00
730,Blk (P2),Random,LOSS,0.5900,54,57.0,56.0,74.0,0.00134,0.3148,5.00e-06,0.00,0.00
740,Red (P1),Random,WIN ,1.7500,59,60.0,57.0,76.0,0.00143,0.3137,5.00e-06,0.00,0.00
750,Red (P1),Random,WIN ,1.8160,39,59.0,56.0,77.0,0.00144,0.3125,5.00e-06,3.94,1.40
760,Blk (P2),Self-Play,WIN ,1.8240,44,58.0,59.0,75.0,0.00147,0.3113,5.00e-06,0.00,0.00
770,Blk (P2),Self-Play,WIN ,1.4680,423,58.0,57.0,73.0,0.00149,0.3102,5.00e-06,0.00,0.00
780,Red (P1),Random,WIN ,1.6940,44,61.0,58.0,72.0,0.00174,0.3090,5.00e-06,0.00,0.00
790,Red (P1),Self-Play,LOSS,0.2280,100,61.0,57.0,71.0,0.00160,0.3078,5.00e-06,0.00,0.00
800,Blk (P2),Self-Play,LOSS,0.5840,72,61.0,53.0,70.0,0.00172,0.3067,5.00e-06,4.23,1.45
810,Blk (P2),Random,LOSS,0.2100,36,63.0,51.0,69.0,0.00182,0.3055,5.00e-06,0.00,0.00
820,Red (P1),Self-Play,WIN ,1.5680,170,65.0,52.0,69.0,0.00190,0.3043,5.00e-06,0.00,0.00
830,Blk (P2),Random,WIN ,1.8000,91,65.0,51.0,70.0,0.00192,0.3032,5.00e-06,0.00,0.00
840,Red (P1),Random,WIN ,1.7580,50,66.0,52.0,70.0,0.00195,0.3020,5.00e-06,0.00,0.00
850,Red (P1),Self-Play,LOSS,0.2880,286,65.0,55.0,72.0,0.00207,0.3008,5.00e-06,4.48,1.50
860,Blk (P2),Random,LOSS,0.7320,158,65.0,55.0,73.0,0.00215,0.2997,5.00e-06,0.00,0.00
870,Blk (P2),Self-Play,LOSS,0.2040,42,65.0,53.0,75.0,0.00215,0.2985,5.00e-06,0.00,0.00
880,Red (P1),Self-Play,LOSS,0.4300,296,66.0,54.0,76.0,0.00215,0.2973,5.00e-06,0.00,0.00
890,Red (P1),Self-Play,WIN ,1.8140,89,67.0,55.0,75.0,0.00218,0.2962,5.00e-06,0.00,0.00
900,Blk (P2),Self-Play,LOSS,0.4180,378,68.0,54.0,74.0,0.00243,0.2950,5.00e-06,4.76,1.56
910,Red (P1),Self-Play,WIN ,1.5960,307,69.0,54.0,75.0,0.00246,0.2938,5.00e-06,0.00,0.00
920,Red (P1),Self-Play,LOSS,0.2860,42,69.0,52.0,74.0,0.00252,0.2927,5.00e-06,0.00,0.00
930,Blk (P2),Self-Play,LOSS,0.2840,44,68.0,50.0,76.0,0.00278,0.2915,5.00e-06,0.00,0.00
940,Blk (P2),Random,WIN ,1.7440,41,68.0,49.0,78.0,0.00274,0.2903,5.00e-06,0.00,0.00
950,Blk (P2),Random,WIN ,1.7240,72,68.0,51.0,79.0,0.00290,0.2892,5.00e-06,5.21,1.64
960,Red (P1),Random,WIN ,1.7160,81,68.0,51.0,79.0,0.00320,0.2880,5.00e-06,0.00,0.00
970,Blk (P2),Random,WIN ,1.8520,51,68.0,52.0,79.0,0.00321,0.2868,5.00e-06,0.00,0.00
980,Blk (P2),Random,WIN ,1.7360,73,68.0,53.0,82.0,0.00328,0.2857,5.00e-06,0.00,0.00
990,Red (P1),Random,WIN ,1.6820,104,66.0,54.0,82.0,0.00321,0.2845,5.00e-06,0.00,0.00
1000,Red (P1),Self-Play,LOSS,0.3620,48,65.0,57.0,81.0,0.00354,0.2833,1.00e-06,5.22,1.83
1010,Red (P1),Self-Play,WIN ,1.8220,45,65.0,57.0,80.0,0.00372,0.2822,1.00e-06,0.00,0.00
1020,Blk (P2),Self-Play,LOSS,0.3760,116,66.0,59.0,81.0,0.00416,0.2810,1.00e-06,0.00,0.00
1030,Red (P1),Random,WIN ,1.8480,55,64.0,59.0,81.0,0.00451,0.2798,1.00e-06,0.00,0.00
1040,Blk (P2),Random,WIN ,1.7580,38,63.0,60.0,80.0,0.00499,0.2787,1.00e-06,0.00,0.00
1050,Blk (P2),Random,WIN ,1.8280,75,62.0,59.0,82.0,0.00538,0.2775,1.00e-06,5.55,1.88
1060,Blk (P2),Self-Play,LOSS,0.1260,39,61.0,55.0,81.0,0.00575,0.2763,1.00e-06,0.00,0.00
1070,Blk (P2),Random,LOSS,0.6240,115,61.0,56.0,80.0,0.00631,0.2752,1.00e-06,0.00,0.00
1080,Red (P1),Random,WIN ,1.6120,267,63.0,56.0,80.0,0.00623,0.2740,1.00e-06,0.00,0.00
